time_utc,source_forecast_date,decision_time_utc,weather_run_turbine_1_utc,weather_run_turbine_2_utc,training_cutoff_inclusive,turbine_1_normalized_power,turbine_2_normalized_power,farm_equal_capacity_mean_normalized_power
2026-02-07T10:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.088719,0.084252,0.086485
2026-02-07T11:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.038559,0.036343,0.037451
2026-02-07T12:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.010638,0.010266,0.010452
2026-02-07T13:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.186435,0.178431,0.182433
2026-02-07T14:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.472959,0.460195,0.466577
2026-02-07T15:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.693508,0.679268,0.686388
2026-02-07T16:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.755748,0.742705,0.749227
2026-02-07T17:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.923099,0.916129,0.919614
2026-02-07T18:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.951035,0.945028,0.948031
2026-02-07T19:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.961711,0.956815,0.959263
2026-02-07T20:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.95881,0.953582,0.956196
2026-02-07T21:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.933919,0.927035,0.930477
2026-02-07T22:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.852395,0.84406,0.848228
2026-02-07T23:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.685118,0.670818,0.677968
2026-02-08T00:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.696783,0.682607,0.689695
2026-02-08T01:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.658975,0.644964,0.651969
2026-02-08T02:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.550292,0.53729,0.543791
2026-02-08T03:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.365909,0.353829,0.359869
2026-02-08T04:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.167252,0.159862,0.163557
2026-02-08T05:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.051894,0.048974,0.050434
2026-02-08T06:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.012396,0.011751,0.012074
2026-02-08T07:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.011579,0.011034,0.011307
2026-02-08T08:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.026251,0.024761,0.025506
2026-02-08T09:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.205617,0.197001,0.201309
2026-02-08T10:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.560554,0.547472,0.554013
2026-02-08T11:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.842385,0.833621,0.838003
2026-02-08T12:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.924722,0.917765,0.921244
2026-02-08T13:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.943325,0.936787,0.940056
2026-02-08T14:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.959717,0.954592,0.957155
2026-02-08T15:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.963225,0.958366,0.960796
2026-02-08T16:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.966139,0.961349,0.963744
2026-02-08T17:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.966312,0.961522,0.963917
2026-02-08T18:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.967188,0.962184,0.964686
2026-02-08T19:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.964531,0.959703,0.962117
2026-02-08T20:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.966471,0.961642,0.964056
2026-02-08T21:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.965034,0.960218,0.962626
2026-02-08T22:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.966989,0.962033,0.964511
2026-02-08T23:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.96212,0.957235,0.959677
2026-02-09T00:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.943325,0.936787,0.940056
2026-02-09T01:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.909617,0.902548,0.906083
2026-02-09T02:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.890013,0.882821,0.886417
2026-02-09T03:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.881028,0.87378,0.877404
2026-02-09T04:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.847946,0.839421,0.843684
2026-02-09T05:00:00Z,2026-02-08,2026-02-08T06:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-01-31,0.835712,0.826662,0.831187
2026-02-09T06:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.87019,0.862618,0.866404
2026-02-09T07:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.856844,0.8487,0.852772
2026-02-09T08:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.759024,0.746044,0.752534
2026-02-09T09:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.713162,0.699301,0.706231
2026-02-09T10:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.719714,0.705978,0.712846
2026-02-09T11:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.775001,0.762755,0.768878
2026-02-09T12:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.62586,0.612216,0.619038
2026-02-09T13:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.352936,0.341012,0.346974
2026-02-09T14:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.30419,0.293023,0.298606
2026-02-09T15:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.302873,0.291735,0.297304
2026-02-09T16:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.101874,0.096898,0.099386
2026-02-09T17:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.021109,0.019913,0.020511
2026-02-09T18:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.022754,0.021465,0.02211
2026-02-09T19:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.049163,0.046375,0.047769
2026-02-09T20:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.02728,0.02573,0.026505
2026-02-09T21:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.02296,0.021658,0.022309
2026-02-09T22:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.022343,0.021077,0.02171
2026-02-09T23:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.047797,0.045076,0.046436
2026-02-10T00:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.021726,0.020495,0.02111
2026-02-10T01:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.050528,0.047674,0.049101
2026-02-10T02:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.152875,0.145992,0.149433
2026-02-10T03:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.106216,0.101072,0.103644
2026-02-10T04:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.085197,0.080866,0.083031
2026-02-10T05:00:00Z,2026-02-09,2026-02-09T06:00:00Z,2026-02-08T18:00:00Z,2026-02-08T18:00:00Z,2026-01-31,0.052804,0.04984,0.051322
2026-02-10T06:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.157199,0.150158,0.153678
2026-02-10T07:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.201579,0.193092,0.197335
2026-02-10T08:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.259761,0.249569,0.254665
2026-02-10T09:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.306823,0.295599,0.301211
2026-02-10T10:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.17129,0.163771,0.16753
2026-02-10T11:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.251611,0.241655,0.246633
2026-02-10T12:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.344287,0.332468,0.338377
2026-02-10T13:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.244625,0.234871,0.239748
2026-02-10T14:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.151145,0.144325,0.147735
2026-02-10T15:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.489214,0.476425,0.482819
2026-02-10T16:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.82126,0.811529,0.816394
2026-02-10T17:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.924181,0.917219,0.9207
2026-02-10T18:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.957179,0.951764,0.954472
2026-02-10T19:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.965536,0.960732,0.963134
2026-02-10T20:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.939149,0.932323,0.935736
2026-02-10T21:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.7148,0.70097,0.707885
2026-02-10T22:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.469708,0.456949,0.463329
2026-02-10T23:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.17129,0.163771,0.16753
2026-02-11T00:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.039209,0.036954,0.038082
2026-02-11T01:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.027691,0.026118,0.026904
2026-02-11T02:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.011111,0.010639,0.010875
2026-02-11T03:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.049163,0.046375,0.047769
2026-02-11T04:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.126065,0.120158,0.123112
2026-02-11T05:00:00Z,2026-02-10,2026-02-10T06:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-01-31,0.178358,0.170613,0.174485
2026-02-11T06:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.124335,0.118492,0.121414
2026-02-11T07:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.081674,0.07748,0.079577
2026-02-11T08:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.020903,0.01972,0.020312
2026-02-11T09:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.515222,0.502392,0.508807
2026-02-11T10:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.945895,0.939534,0.942715
2026-02-11T11:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.962823,0.957955,0.960389
2026-02-11T12:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.948144,0.941937,0.94504
2026-02-11T13:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.877761,0.870492,0.874127
2026-02-11T14:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.818456,0.808573,0.813514
2026-02-11T15:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.91823,0.911221,0.914725
2026-02-11T16:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.74592,0.732689,0.739305
2026-02-11T17:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.586211,0.57293,0.57957
2026-02-11T18:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.468083,0.455326,0.461705
2026-02-11T19:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.416752,0.404244,0.410498
2026-02-11T20:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.450598,0.437898,0.444248
2026-02-11T21:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.482712,0.469933,0.476322
2026-02-11T22:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.373116,0.360949,0.367032
2026-02-11T23:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.324108,0.312531,0.318319
2026-02-12T00:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.27786,0.26726,0.27256
2026-02-12T01:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.160659,0.153492,0.157075
2026-02-12T02:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.061451,0.05807,0.05976
2026-02-12T03:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.05599,0.052872,0.054431
2026-02-12T04:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.018124,0.017098,0.017611
2026-02-12T05:00:00Z,2026-02-11,2026-02-11T06:00:00Z,2026-02-10T18:00:00Z,2026-02-10T18:00:00Z,2026-01-31,0.019149,0.018066,0.018607
2026-02-12T06:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.04376,0.041235,0.042498
2026-02-12T07:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.064649,0.061114,0.062882
2026-02-12T08:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.02584,0.024373,0.025106
2026-02-12T09:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.013469,0.012735,0.013102
2026-02-12T10:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.010808,0.010389,0.010599
2026-02-12T11:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.093189,0.088548,0.090868
2026-02-12T12:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.117072,0.111509,0.11429
2026-02-12T13:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.12693,0.120992,0.123961
2026-02-12T14:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.078739,0.074658,0.076699
2026-02-12T15:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.096084,0.091331,0.093707
2026-02-12T16:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.078739,0.074658,0.076699
2026-02-12T17:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.017441,0.016453,0.016947
2026-02-12T18:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.017782,0.016776,0.017279
2026-02-12T19:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.022343,0.021077,0.02171
2026-02-12T20:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.029131,0.027475,0.028303
2026-02-12T21:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.010955,0.010507,0.010731
2026-02-12T22:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.011917,0.011319,0.011618
2026-02-12T23:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.013017,0.01232,0.012668
2026-02-13T00:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.027897,0.026312,0.027105
2026-02-13T01:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.061907,0.058503,0.060205
2026-02-13T02:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.060541,0.057204,0.058872
2026-02-13T03:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.026251,0.024761,0.025506
2026-02-13T04:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.01858,0.017528,0.018054
2026-02-13T05:00:00Z,2026-02-12,2026-02-12T06:00:00Z,2026-02-11T18:00:00Z,2026-02-11T18:00:00Z,2026-01-31,0.022343,0.021077,0.02171
2026-02-13T06:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.011033,0.010573,0.010803
2026-02-13T07:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.011137,0.010661,0.010899
2026-02-13T08:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.011397,0.01088,0.011138
2026-02-13T09:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.011943,0.011341,0.011642
2026-02-13T10:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.013977,0.013201,0.013589
2026-02-13T11:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.014598,0.01377,0.014184
2026-02-13T12:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.015618,0.014733,0.015175
2026-02-13T13:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.023166,0.021852,0.022509
2026-02-13T14:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.055535,0.052439,0.053987
2026-02-13T15:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.180377,0.172567,0.176472
2026-02-13T16:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.450598,0.437898,0.444248
2026-02-13T17:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.557134,0.544078,0.550606
2026-02-13T18:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.511971,0.499146,0.505559
2026-02-13T19:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.505469,0.492654,0.499061
2026-02-13T20:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.538319,0.52541,0.531864
2026-02-13T21:00:00Z,2026-02-13,2026-02-13T06:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-01-31,0.513597,0.500769,0.507183
